,Date,Open,Close,Low,High,Volume
270,2020-07-01 21:00:00,1.12516,1.12507,1.1248,1.12577,6436
271,2020-07-01 22:00:00,1.125075,1.125225,1.125075,1.12533,6612
272,2020-07-01 23:00:00,1.12523,1.12514,1.125075,1.125435,8063
273,2020-07-02 00:00:00,1.125135,1.125175,1.12476,1.125425,8601
274,2020-07-02 01:00:00,1.12517,1.125335,1.1249,1.125875,9368
275,2020-07-02 02:00:00,1.12534,1.126075,1.12519,1.12615,8986
276,2020-07-02 03:00:00,1.12608,1.126305,1.125575,1.126315,8401
277,2020-07-02 04:00:00,1.12631,1.126515,1.1262,1.126705,8044
278,2020-07-02 05:00:00,1.1265,1.126365,1.12617,1.12673,7365
279,2020-07-02 06:00:00,1.12636,1.12692,1.126275,1.12759,9055
280,2020-07-02 07:00:00,1.12693,1.128075,1.1262,1.128575,10537
281,2020-07-02 08:00:00,1.128065,1.129765,1.12755,1.13026,10194
282,2020-07-02 09:00:00,1.12976,1.128695,1.128445,1.12988,9610
283,2020-07-02 10:00:00,1.12869,1.127945,1.12779,1.128915,9258
284,2020-07-02 11:00:00,1.127915,1.12857,1.1275,1.12865,9357
285,2020-07-02 12:00:00,1.1286,1.126405,1.126405,1.129755,11536
286,2020-07-02 13:00:00,1.1264,1.12741,1.12512,1.12789,12130
287,2020-07-02 14:00:00,1.127405,1.12292,1.122585,1.128195,12385
288,2020-07-02 15:00:00,1.122935,1.123655,1.122525,1.124535,10882
289,2020-07-02 16:00:00,1.12364,1.122865,1.122345,1.123655,9429
290,2020-07-02 17:00:00,1.12287,1.123435,1.1227,1.12374,8312
291,2020-07-02 18:00:00,1.123455,1.12341,1.12288,1.123505,7739
292,2020-07-02 19:00:00,1.123415,1.12388,1.12329,1.1239,7464
293,2020-07-02 20:00:00,1.123875,1.12392,1.123705,1.124165,6733
294,2020-07-02 21:00:00,1.123915,1.123895,1.12319,1.1241,4967
295,2020-07-02 22:00:00,1.12389,1.124155,1.123825,1.12422,7475
296,2020-07-02 23:00:00,1.12416,1.123765,1.12371,1.12417,7436
297,2020-07-03 00:00:00,1.123755,1.12401,1.123325,1.12412,8439
298,2020-07-03 01:00:00,1.124015,1.124255,1.123735,1.124935,9247
299,2020-07-03 02:00:00,1.124265,1.12451,1.12401,1.124675,8609
300,2020-07-03 03:00:00,1.124515,1.12449,1.12424,1.124785,8189
301,2020-07-03 04:00:00,1.12448,1.122905,1.122815,1.1245,8315
302,2020-07-03 05:00:00,1.122915,1.12363,1.122765,1.123705,8019
303,2020-07-03 06:00:00,1.123635,1.12404,1.12329,1.124225,9369
304,2020-07-03 07:00:00,1.124025,1.12349,1.12244,1.124685,10341
305,2020-07-03 08:00:00,1.123495,1.12337,1.12316,1.12419,9769
306,2020-07-03 09:00:00,1.123365,1.122965,1.1224,1.123475,9418
307,2020-07-03 10:00:00,1.12297,1.12343,1.12195,1.12347,9655
308,2020-07-03 11:00:00,1.12344,1.122455,1.122315,1.123715,9489
309,2020-07-03 12:00:00,1.12246,1.122935,1.122045,1.123135,8644
310,2020-07-03 13:00:00,1.12294,1.12377,1.12258,1.123935,8911
311,2020-07-03 14:00:00,1.123765,1.124185,1.12357,1.124815,9898
312,2020-07-03 15:00:00,1.124175,1.124335,1.124065,1.12464,8850
313,2020-07-03 16:00:00,1.12433,1.124175,1.123595,1.1245,8766
314,2020-07-03 17:00:00,1.12418,1.124345,1.12401,1.1245,10431
315,2020-07-03 18:00:00,1.124355,1.124475,1.124055,1.124655,10242
316,2020-07-03 19:00:00,1.12446,1.124495,1.12397,1.12456,9031
317,2020-07-03 20:00:00,1.12449,1.12469,1.12367,1.12523,11231
318,2020-07-05 21:00:00,1.12469,1.1246,1.123965,1.124895,4257
319,2020-07-05 22:00:00,1.12458,1.12452,1.124315,1.12466,6372
320,2020-07-05 23:00:00,1.12453,1.12468,1.12446,1.12496,7115
321,2020-07-06 00:00:00,1.124675,1.126405,1.124675,1.12672,9426
322,2020-07-06 01:00:00,1.126415,1.12684,1.12613,1.12731,9626
323,2020-07-06 02:00:00,1.126845,1.12773,1.12684,1.12795,9262
324,2020-07-06 03:00:00,1.127735,1.12828,1.12766,1.128555,8898
325,2020-07-06 04:00:00,1.128285,1.129185,1.128195,1.12926,8327
326,2020-07-06 05:00:00,1.129175,1.129225,1.128495,1.12934,8381
327,2020-07-06 06:00:00,1.12922,1.12914,1.128615,1.130265,9879
328,2020-07-06 07:00:00,1.12915,1.12972,1.128865,1.130025,11250
